imdbId,reviews
0407297,13
1095405,0
0820153,1
1477014,1
1760414,0
0058364,2
1049412,4
0025642,0
2292808,0
8526872,280
1069269,0
1454110,0
6063090,111
2201446,0
0050847,26
0089358,6
0832958,2
1958074,0
2450898,1
4078744,4
2261983,7
0057641,3
5973658,56
2934844,5
8000718,48
3427722,2
1478839,219
0441881,134
6172460,72
0139000,0
5822564,180
0049443,6
3341598,0
5468022,3
5468018,2
5468016,2
5468014,2
5216534,4
4307880,11
10432620,10
1242516,16
6856134,0
10715148,86
0035388,9
0044088,8
5781458,6
6428912,21
6612946,49
7943258,2
1815763,0
3963304,0
2104838,1
7676138,9
8764448,2
3087124,1
1541061,0
7214598,2
0113491,0
0029918,9
0285052,5
1426332,1
0034173,29
3009772,22
7356166,6
0052637,21
5006958,0
3390376,13
2081178,18
0035850,5
0075732,4
4045384,2
0121515,15
9358196,20
8233874,26
7798634,620
2365580,107
3016748,93
7286456,8794
9173418,0
5814534,78
4687108,627
5294518,479
1833116,67
0930856,4
0022145,5
6087358,0
4128946,0
0287975,1
5149490,33
0295295,1
0318517,0
0021785,19
3758162,63
8160864,117
0263026,1
0111730,19
0087677,7
8694228,34
0287457,14
1467266,1
4005668,1
9534958,5
0206754,5
0096238,4
5117372,14
6244196,14
0101675,16
9015178,5
0107013,0
9308460,13
0085489,3
0084616,16
8905718,0
3347994,0
9850064,5
0410639,9
6145764,14
9120936,1
0040779,8
5687236,7
0307934,3
0057428,11
5086772,3
5591298,0
2394099,2
4917700,5
3662308,16
0800956,37
0104823,14
9758270,3
6690664,2
1139789,1
0787495,17
1877602,6
0230098,15
0111767,2
4544302,0
4836580,13
0077192,1
4995776,190
4180560,89
0047178,21
6708834,0
10521638,14
0040604,10
7349950,1930
8142044,75
1507002,15
7110510,2
7687254,1
4725842,37
0195517,26
0457286,7
8836292,3
8160262,69
0041733,15
0289968,0
6873546,2
6175486,18
8634348,63
5845440,12
1717229,10
8236566,15
9073746,1
6921496,4
0157836,40
6043142,60
0158832,0
0105034,10
0019838,4
4886942,17
6597612,0
0174444,18
0109071,4
8331988,11
4426738,17
2651158,5
0086571,22
0441644,0
6724372,2
8141808,32
3723750,6
3793230,8
5485466,0
0086160,0
2403991,1
0780621,7
8089288,1
2112136,2
1590010,1
10440380,2
2386342,0
8311792,8
9358250,1
7614016,7
8500038,1
6617656,5
6063648,4
8991268,27
0071939,2
0078026,1
0076495,2
0070474,2
0069042,3
0064755,2
0058401,30
1018764,5
8228700,0
7013194,6
0036057,13
0037711,31
10214842,6
0430370,3
2935510,2356
1554456,1
0044414,6
1160907,4
6849786,51
5265964,3
0423166,1
1599373,9
8485364,58
0469519,6
7985692,49
0074148,41
0097358,2
0106244,11
0196114,17
4068576,157
0022500,9
7531138,12
0922379,2
4622682,30
6832930,1
8108164,99
0049932,9
0073691,13
9358204,206
3823994,33
0104218,3
0040671,11
0091932,11
0051500,14
10555976,0
0041631,13
0100693,0
1711498,1
1206885,1234
0119127,12
7302054,11
6131450,42
0049957,8
0039101,32
0067716,19
6693444,2
5078158,0
5079452,13
8484012,27
0447953,8
0041342,5
0034244,5
7771454,13
0037786,12
7929406,0
0117188,8
0144096,6
6643114,3
9866284,24
5752356,0
2049633,2
0038643,7
6340604,21
9845398,11
0076575,1
4880630,1
7444808,0
0074722,2
6842446,6
8458202,62
3503068,14
0251696,25
0060116,3
1946502,113
10312668,3
0085258,0
7560964,4
8243286,6
0023410,13
10581102,44
2381317,38
7188002,2
10238788,24
0039986,15
0119550,11
0047263,25
9426210,75
7893416,1
0076820,8
8368406,3
0018524,22
1794902,0
7654880,3
5052038,3
0073508,0
9419834,675
2192794,2
4423984,10
9477000,1
7650198,7
4415360,0
6004244,1
8805150,114
0057106,3
0050574,3
2249039,2
8650270,6
0068619,32
10240612,54
0185389,0
0355036,2
0352008,2
0081770,1
0057713,2
0477890,1
0075133,3
0195260,3
1038110,5
7057306,4
8562562,11
0493175,4
7355708,5
6360394,43
3760610,3
10516390,31
2034176,93
0046995,3
0112761,4
7558302,17
3361192,1
0020025,5
8001748,18
8037650,2
0162152,2
1456483,0
0307152,1
7007696,27
0011742,11
0010962,13
0075112,1
0091686,6
2499472,141
0065631,1
0078873,8
0097658,0
6059074,15
4947084,5
5328262,3
7942936,1
5205602,1
9795368,2
6264938,307
9876160,1
9296330,0
1941600,5
8328740,7
10511826,0
1124379,11
8613876,63
0065223,8
7957314,4
0041907,11
0494960,0
6054290,4
8567342,6
6746534,0
0492714,15
7207726,3
7397338,2
4853910,0
1881109,17
10590448,0
10514516,0
8781414,230
9362694,5
8884430,76
10015418,0
1664529,24
0123390,3
0839967,13
4775814,0
0222344,34
8266310,201
4213600,0
9614090,27
6743942,3
0047803,7
0075956,10
1806959,7
5031658,67
0058056,12
0494218,3
10575038,49
3565472,1
0481297,13
9598172,5
7574126,4
4279678,0
0174228,0
0039023,10
5431284,32
0042333,23
9448332,31
8413338,101
0108291,1
0058649,24
10322936,11
4764490,1
3259276,8
0096117,22
4318576,2
3294664,2
5937296,12
6162762,8
6138322,2
0177226,40
10260294,1
0457024,4
0043027,37
5705966,2
0164023,33
8311958,4
5698834,0
2172085,1
9082020,76
0104215,25
0059172,2
0276477,1
5105742,0
5105720,0
5105702,0
5105688,0
0151399,0
0058168,0
0060220,2
1765660,0
0365541,5
2318256,0
5105650,0
0235221,2
0044326,0
0043559,1
9581076,12
0157616,17
10438648,25
10384744,9
8332772,0
8169552,4
10514532,6
0143236,4
0109742,4
0044347,1
7502322,2
7935980,0
0080689,10
0070033,4
0109730,22
0106819,9
2166850,36
4591784,1
0063748,12
0258550,2
6988116,485
0150211,1
0097836,0
7679306,1
0203908,3
1390405,3
5662550,22
6383494,6
0402842,3
8844204,6
6016744,88
10241206,1
0036999,12
1829744,6
8400758,57
0089873,1
0392931,1
5718764,2
0083520,8
4082574,0
8194318,15
0145560,0
7463730,31
0013341,13
0940688,1
6384998,11
0071498,1
8383694,3
6648468,2
7611944,1
8530978,45
0058060,19
9368628,17
0130633,33
0007003,4
0206446,6
0119320,30
0182916,0
9087068,0
0095472,3
6109182,1
1210814,2
7233726,5
4120598,0
10516984,35
0102564,22
7453418,36
0430590,8
9235070,2
0032289,8
0038786,8
0036461,4
0132989,1
10376958,5
0131571,1
0067935,2
3685490,9
0093470,0
0037537,2
0097986,9
8453986,6
1880313,2
5174704,0
8896336,0
7990992,3
8522820,22
1648186,63
3110238,0
0069987,21
0092729,5
0808892,6
3358534,2
5482362,4
5862036,0
0084460,1
7776430,11
3868430,0
0049319,3
0042869,69
5752904,3
7349910,39
4488744,4
6806448,1092
6095472,126
0469233,2
8350360,670
7358302,1
5428666,2
8159562,0
8193790,10
6162216,0
7517232,1
2268353,2
9173264,7
9016296,0
2846996,1
5189440,0
7543930,3
0067052,47
4471636,1
3163404,1
0464761,2
2448584,5
2321309,1
2323565,1
0845442,13
0857334,2
1059200,4
3794204,0
3024404,2
1899117,1
2196764,1
8723836,3
0042313,20
10377024,39
0156038,4
0088377,18
1756640,3
0061842,16
6085152,2
5483940,4
3494610,7
1210838,1
8169178,0
0042648,50
1747932,1
3039932,5
6942194,24
8014038,1
7272948,58
8006926,10
0436095,29
0118652,64
7477068,4
5565200,29
2395219,15
1927093,16
10376844,20
10377036,7
6964076,26
6772804,165
3522954,0
0122158,13
0350659,6
6948326,1
0351759,6
0131468,16
10223052,0
1950186,729
8693770,18
8041006,66
0039834,6
7952000,11
0017104,0
1082851,1
0422621,3
0108614,19
0490079,1
9204606,11
5325030,1
10331828,4
3444016,3
4567320,2
0085168,1
0110776,11
4364194,248
8890582,3
0316884,0
6436270,32
2333508,25
0094300,9
9005662,33
0151572,12
6838918,106
1800665,0
10289996,11
0104509,1
7367960,13
8980868,22
0061833,5
0166789,2
0094595,11
0273925,7
0788164,2
6072502,25
9353586,8
7645122,57
0017584,4
0083207,8
7471004,23
8698956,151
2877296,7
2386486,0
0218067,28
10243678,81
7620554,4
7931422,2
9066502,0
0113922,12
0298515,6
4463894,329
6256978,15
0210563,1
6490806,1
0039252,10
0092004,3
7721800,836
4824256,41
7615052,51
2199709,0
7547410,218
6105098,2580
6547044,16
7343762,472
0057716,2
6975598,13
3387520,509
7666724,1
0109733,12
1340108,73
0046337,5
0068634,3
0018246,8
8523802,1
8806874,0
4300028,5
6649792,10
6490930,35
0106709,7
2011961,0
8716800,9
4119044,1
0472226,0
10452178,3
6215780,0
0145745,1
6406848,17
3469718,3
4353250,94
6122306,4
0301563,15
9577852,45
9128686,24
5724948,4
8318348,9
7044076,38
0476695,11
0113261,13
1185833,8
6255478,6
7598076,1
8769848,24
6562628,11
5465776,0
0171576,7
0240539,5
0080860,8
5848416,33
7350614,91
8751804,3
5593384,18
0225920,3
0039666,45
8119844,6
9402676,8
7246052,1
2289526,4
6794374,3
5673432,66
9358160,1
0062830,3
0090683,44
10022158,1
0101797,7
1830586,2
0116066,6
2168000,6
2097333,3
5433114,34
0253114,6
6053002,0
5541002,9
9474736,0
7974640,0
8999864,14
1999130,3
8065796,2
5738830,5
6969814,6
7419468,1
7200946,163
6342440,2
8785424,0
7053812,0
9591824,3
5938950,17
0289374,53
1588362,10
0877700,10
8656220,0
8513302,1
7943248,1
7397146,1
6639054,0
5964412,3
4064498,2
0402595,12
1956534,4
1318995,1
9434384,0
4225690,0
0082898,8
0090847,2
0091931,6
0086852,3
0092100,5
0194037,0
0093272,12
0085689,5
0182221,10
0093161,3
0077847,6
0074380,11
0090992,10
0084071,9
0097135,13
0074826,3
0093117,1
0131079,10
0087092,7
3042542,4
7456310,484
7403614,12
0091528,3
0093671,2
0087134,2
0083978,3
0090239,4
0206827,10
0085371,1
0066816,22
0085379,7
0068425,4
0065905,15
0099374,10
0085823,4
0090376,4
0195130,3
0069784,3
0091351,5
0098600,18
0073598,2
0094671,8
0106718,2
0097069,5
0087396,5
0061409,12
0082993,1
6704898,21
0079754,7
0089930,19
0087374,6
0333941,0
0902345,0
0324205,1
0163354,1
0087994,1
0085161,1
0091760,1
0090708,1
0807724,3
0089255,2
0099787,3
0089677,3
0345421,3
0090615,1
0093347,8
0069004,7
0088729,15
0066871,8
0094656,10
0086137,42
0075679,24
0089523,22
5265898,21
0072960,25
0011144,19
0084325,10
7930006,27
0212458,9
7537416,0
1930559,0
0038411,12
9419838,12
2200975,0
10050780,39
5531298,41
5862166,117
9535950,7
0103705,3
0165853,1
6175764,3
6268812,3
7224520,3
5884142,0
8764056,0
0065094,21
7962652,3
2363481,3
1930327,2
3809446,0
0877337,5
0177329,8
0109675,14
0398982,37
0490954,1
0093124,1
8613070,76
6182078,74
0387492,3
7429362,16
0035759,2
0084661,2
0459175,0
0173240,1
0348144,1
0079744,0
0278494,0
0187039,3
5137242,3
10055770,27
5969180,14
7043534,15
0024742,9
4943998,233
7459182,0
0097466,2
0178725,0
7624934,20
7458798,1
6959560,0
0955352,2
0086477,2
0076223,1
0074354,1
0378341,8
0366635,6
0323383,0
0318199,1
1085842,0
1085793,0
2605280,0
0246934,2
1313047,4
1267499,1
1016268,42
4647024,0
6931170,0
5546540,5
4668790,8
4016662,1
8412820,0
6107548,245
3511220,2
0077848,12
5336112,1
0061380,16
9412268,49
3855546,7
9109086,0
9219882,1
9671828,19
7582452,0
1711016,5
9032888,50
0164551,0
3378408,6
1196227,34
6241270,17
0064774,0
8484942,67
10090796,70
7958740,4
0168942,6
8663516,754
5513770,4
3220114,3
0324572,5
7778680,88
9021234,13
0265171,39
10199586,16
10199590,14
8836988,147
0107162,5
4733346,1
1222816,5
0370053,4
0276855,0
0268509,4
5238904,115
6386710,2
5811472,1
8964198,0
6086192,1
6090846,2
7175992,5
6142740,2
5351576,13
0140137,4
1998392,10
10155342,1
10115562,3
8212958,3
6390668,12
